bldg_id,barangay,latitude,longitude,year_built,floors,material,occupancy,vs30,event_id,magnitude,dist_km,pga_g,pgv_cms,damage_class,damage_severity
ANT-02243,Cupang,14.64556,121.2222,1964,3,Steel,School,587,EVT-040,8.1,75.88,0.858,102.9,3,Class 3: Severe Damage
ANT-03020,Bagong Nayon,14.57547,121.19874,2000,8,Steel,Industrial,447,EVT-072,8.2,75.44,1.064,127.7,3,Class 3: Severe Damage
ANT-01721,Dalig,14.59416,121.2046,2005,2,Steel,School,220,EVT-089,8.1,85.13,1.014,121.7,3,Class 3: Severe Damage
ANT-01064,Mayamot,14.62547,121.156,1978,4,Steel,School,577,EVT-002,5.2,84.1,0.079,9.4,1,Class 1: Light Damage
ANT-00520,Mayamot,14.58133,121.13625,2000,4,Steel,Industrial,340,EVT-097,5.5,46.35,0.244,29.3,1,Class 1: Light Damage
ANT-00249,Dela Paz,14.60507,121.18867,2000,9,Wood,Commercial,706,EVT-087,5.0,71.72,0.078,9.4,0,Class 0: No Damage
ANT-01029,San Isidro,14.64491,121.22556,2002,3,Masonry_URM,Hospital,381,EVT-036,5.9,34.55,0.477,57.2,3,Class 3: Severe Damage
ANT-00440,Bagong Nayon,14.56368,121.23312,1990,7,Wood,Commercial,411,EVT-051,7.6,92.42,0.494,59.3,3,Class 3: Severe Damage
ANT-00783,San Luis,14.59228,121.24078,2011,1,Masonry_URM,School,449,EVT-046,7.5,12.5,4.277,513.2,4,Class 4: Collapse
ANT-00434,Inarawan,14.57328,121.22318,1967,2,Concrete,Hospital,177,EVT-057,5.1,29.44,0.378,45.3,2,Class 2: Moderate Damage
ANT-02256,San Isidro,14.61344,121.24742,1958,4,Steel,Hospital,408,EVT-024,5.6,72.36,0.142,17.0,1,Class 1: Light Damage
ANT-03194,Mayamot,14.60171,121.19424,2023,3,Masonry_URM,Hospital,546,EVT-002,5.2,85.28,0.078,9.4,0,Class 0: No Damage
ANT-02936,Inarawan,14.55306,121.22622,1989,4,Wood,Commercial,160,EVT-033,6.2,70.0,0.324,38.8,2,Class 2: Moderate Damage
ANT-01275,Bagong Nayon,14.57903,121.20663,1950,8,Steel,Hospital,709,EVT-003,5.6,19.42,0.554,66.5,3,Class 3: Severe Damage
ANT-00363,San Roque,14.63913,121.21877,2014,8,Concrete,Industrial,401,EVT-020,6.4,23.24,1.089,130.7,4,Class 4: Collapse
ANT-01072,San Luis,14.60025,121.14188,1979,5,Concrete,Hospital,268,EVT-076,5.5,33.56,0.395,47.4,3,Class 3: Severe Damage
ANT-03435,Mayamot,14.56284,121.1818,1988,9,Steel,Hospital,616,EVT-037,5.6,87.57,0.098,11.8,0,Class 0: No Damage
ANT-03803,San Juan,14.64719,121.18926,1990,3,Steel,Residential,160,EVT-057,5.1,20.91,0.561,67.4,2,Class 2: Moderate Damage
ANT-01615,Dela Paz,14.62689,121.21863,1969,5,Masonry_URM,Hospital,278,EVT-070,6.5,40.63,0.7,84.0,4,Class 4: Collapse
ANT-00077,Cupang,14.62812,121.22367,1971,9,Masonry_URM,School,331,EVT-042,6.2,70.06,0.257,30.8,3,Class 3: Severe Damage
ANT-03336,San Jose,14.61632,121.22651,1953,5,Steel,School,406,EVT-057,5.1,26.18,0.335,40.2,2,Class 2: Moderate Damage
ANT-04387,Mayamot,14.62853,121.16048,1955,6,Steel,Commercial,587,EVT-017,7.1,67.08,0.478,57.3,2,Class 2: Moderate Damage
ANT-00257,San Juan,14.55161,121.2387,2018,5,Masonry_URM,School,398,EVT-036,5.9,37.13,0.433,51.9,3,Class 3: Severe Damage
ANT-02660,Dalig,14.59663,121.17719,1983,7,Steel,Industrial,378,EVT-041,5.3,18.84,0.556,66.7,3,Class 3: Severe Damage
ANT-04400,San Roque,14.63349,121.232,2009,2,Steel,Commercial,437,EVT-055,5.6,76.03,0.136,16.3,0,Class 0: No Damage
ANT-03740,Dela Paz,14.6077,121.18366,1962,8,Concrete,Industrial,652,EVT-051,7.6,99.61,0.389,46.6,2,Class 2: Moderate Damage
ANT-03753,Bagong Nayon,14.58573,121.15085,1986,5,Steel,Industrial,298,EVT-002,5.2,80.63,0.101,12.2,1,Class 1: Light Damage
ANT-03498,San Jose,14.57281,121.20485,1988,9,Masonry_URM,Residential,166,EVT-030,6.2,56.0,0.415,49.9,3,Class 3: Severe Damage
ANT-03876,Cupang,14.6218,121.24992,2014,6,Concrete,Commercial,644,EVT-050,7.5,87.5,0.434,52.0,2,Class 2: Moderate Damage
ANT-03276,Inarawan,14.6462,121.162,1953,7,Steel,Commercial,349,EVT-020,6.4,17.43,1.515,181.9,4,Class 4: Collapse
ANT-00755,Dalig,14.56986,121.19154,1986,3,Steel,Commercial,539,EVT-041,5.3,22.15,0.424,50.9,2,Class 2: Moderate Damage
ANT-04308,Dalig,14.58461,121.12457,1969,4,Wood,Hospital,522,EVT-083,6.3,6.7,2.585,310.2,4,Class 4: Collapse
ANT-02422,San Luis,14.56477,121.20026,2016,1,Steel,Commercial,697,EVT-038,5.5,84.76,0.092,11.0,0,Class 0: No Damage
ANT-02208,Dalig,14.60482,121.20009,1973,7,Wood,School,284,EVT-048,6.1,45.93,0.421,50.5,3,Class 3: Severe Damage
ANT-03817,Bagong Nayon,14.63905,121.13237,2019,5,Masonry_URM,Residential,406,EVT-088,5.5,69.51,0.143,17.2,1,Class 1: Light Damage
ANT-00750,Dela Paz,14.6302,121.20077,2010,1,Steel,School,507,EVT-042,6.2,72.25,0.217,26.0,1,Class 1: Light Damage
ANT-01257,Dalig,14.55332,121.15191,2017,5,Concrete,School,188,EVT-002,5.2,78.3,0.121,14.5,0,Class 0: No Damage
ANT-04055,San Isidro,14.55179,121.13154,2015,1,Wood,School,225,EVT-044,8.0,59.59,1.522,182.6,4,Class 4: Collapse
ANT-00488,San Jose,14.58813,121.1245,2009,5,Concrete,Industrial,572,EVT-027,7.0,50.04,0.621,74.5,3,Class 3: Severe Damage
ANT-02232,San Isidro,14.58245,121.12502,2018,6,Masonry_URM,Hospital,328,EVT-012,5.2,65.17,0.13,15.6,1,Class 1: Light Damage
ANT-01131,San Juan,14.5541,121.16807,1984,2,Wood,Industrial,524,EVT-011,6.2,32.55,0.582,69.9,3,Class 3: Severe Damage
ANT-01330,Dalig,14.58674,121.16319,1955,6,Wood,Industrial,517,EVT-045,5.4,48.49,0.188,22.6,2,Class 2: Moderate Damage
ANT-01415,Mayamot,14.63974,121.14634,1991,2,Steel,Industrial,695,EVT-096,6.3,37.77,0.463,55.5,2,Class 2: Moderate Damage
ANT-03677,Inarawan,14.61501,121.18794,2018,6,Wood,Industrial,705,EVT-087,5.0,71.68,0.078,9.4,0,Class 0: No Damage
ANT-00755,Dalig,14.56986,121.19154,1986,3,Steel,Commercial,539,EVT-051,7.6,96.45,0.43,51.6,2,Class 2: Moderate Damage
ANT-00051,Dela Paz,14.60322,121.15988,2002,8,Steel,Commercial,533,EVT-034,5.3,66.65,0.117,14.0,0,Class 0: No Damage
ANT-00589,Inarawan,14.57287,121.14154,2020,9,Concrete,Commercial,182,EVT-074,7.4,66.33,0.872,104.7,3,Class 3: Severe Damage
ANT-00160,San Isidro,14.61231,121.24909,1966,1,Wood,Commercial,507,EVT-019,5.0,58.97,0.11,13.2,1,Class 1: Light Damage
ANT-03214,San Isidro,14.56559,121.13212,1992,4,Concrete,Commercial,661,EVT-031,8.4,32.8,3.063,367.5,4,Class 4: Collapse
ANT-01856,Dalig,14.56511,121.20453,2014,2,Steel,Industrial,222,EVT-100,5.4,81.56,0.121,14.5,0,Class 0: No Damage
ANT-04122,Muntindilaw,14.55305,121.16807,1954,1,Wood,Commercial,404,EVT-029,6.8,74.33,0.372,44.6,3,Class 3: Severe Damage
ANT-00512,San Juan,14.57046,121.208,1953,9,Concrete,Residential,597,EVT-051,7.6,95.05,0.425,51.0,3,Class 3: Severe Damage
ANT-04894,Mayamot,14.64498,121.16203,2015,1,Concrete,Industrial,327,EVT-087,5.0,74.21,0.094,11.3,0,Class 0: No Damage
ANT-04441,Dela Paz,14.58904,121.17373,1986,2,Concrete,Industrial,555,EVT-052,5.3,30.17,0.291,34.9,3,Class 3: Severe Damage
ANT-01555,San Isidro,14.62215,121.21491,1985,4,Concrete,Commercial,153,EVT-025,7.8,74.41,1.062,127.4,4,Class 4: Collapse
ANT-02166,San Isidro,14.56538,121.14528,1967,6,Steel,Commercial,605,EVT-087,5.0,76.96,0.074,8.9,0,Class 0: No Damage
ANT-03364,Bagong Nayon,14.62057,121.203,1951,9,Steel,Commercial,231,EVT-002,5.2,87.38,0.098,11.8,0,Class 0: No Damage
ANT-04596,Mayamot,14.59062,121.20634,2008,5,Concrete,Residential,287,EVT-082,6.2,22.81,1.035,124.2,4,Class 4: Collapse
ANT-01324,Muntindilaw,14.55694,121.1597,1988,8,Masonry_URM,School,622,EVT-091,7.6,45.11,1.096,131.5,4,Class 4: Collapse
ANT-03398,Dela Paz,14.61028,121.12022,1986,4,Concrete,Industrial,644,EVT-019,5.0,49.83,0.127,15.2,1,Class 1: Light Damage
ANT-01069,Inarawan,14.55515,121.23725,2003,9,Steel,Hospital,575,EVT-097,5.5,43.88,0.223,26.8,1,Class 1: Light Damage
ANT-02187,Dela Paz,14.63921,121.21353,2000,6,Masonry_URM,Industrial,610,EVT-077,6.8,75.34,0.305,36.6,2,Class 2: Moderate Damage
ANT-00637,San Jose,14.5751,121.2063,1973,5,Wood,Hospital,484,EVT-002,5.2,84.33,0.082,9.9,1,Class 1: Light Damage
ANT-03545,Dalig,14.58005,121.12307,1987,7,Concrete,Hospital,230,EVT-034,5.3,69.77,0.141,17.0,0,Class 0: No Damage
ANT-04432,San Isidro,14.56469,121.1968,2018,7,Masonry_URM,Residential,372,EVT-022,7.6,71.36,0.719,86.2,3,Class 3: Severe Damage
ANT-01973,San Isidro,14.62997,121.23194,1969,2,Concrete,Industrial,230,EVT-003,5.6,14.32,1.034,124.0,4,Class 4: Collapse
ANT-04574,San Luis,14.62048,121.13303,1959,1,Masonry_URM,Commercial,730,EVT-021,5.9,14.75,0.918,110.2,4,Class 4: Collapse
ANT-01041,Cupang,14.59709,121.1569,1962,8,Wood,Hospital,164,EVT-024,5.6,81.7,0.159,19.0,1,Class 1: Light Damage
ANT-04618,Inarawan,14.62283,121.185,1963,7,Steel,Hospital,247,EVT-042,6.2,73.26,0.264,31.7,1,Class 1: Light Damage
ANT-02304,Cupang,14.63322,121.12595,2004,1,Masonry_URM,School,426,EVT-045,5.4,46.86,0.208,25.0,2,Class 2: Moderate Damage
ANT-00345,San Jose,14.64881,121.24872,2022,4,Steel,Hospital,551,EVT-092,5.7,83.07,0.115,13.7,0,Class 0: No Damage
ANT-02023,Cupang,14.62285,121.12046,1990,1,Wood,School,571,EVT-074,7.4,69.21,0.586,70.3,4,Class 4: Collapse
ANT-03825,San Isidro,14.58133,121.15755,1996,1,Steel,Residential,599,EVT-062,7.1,60.99,0.535,64.3,2,Class 2: Moderate Damage
ANT-03088,San Roque,14.63708,121.17723,1984,2,Steel,Hospital,758,EVT-087,5.0,72.63,0.075,9.0,0,Class 0: No Damage
ANT-01201,San Roque,14.56808,121.17226,2012,2,Steel,Hospital,570,EVT-098,5.5,68.91,0.129,15.5,0,Class 0: No Damage
ANT-04337,Bagong Nayon,14.64976,121.24362,1968,3,Concrete,School,494,EVT-088,5.5,77.84,0.116,14.0,1,Class 1: Light Damage
ANT-01683,San Isidro,14.57919,121.16082,2010,8,Steel,School,562,EVT-096,6.3,42.84,0.424,50.9,2,Class 2: Moderate Damage
ANT-04823,Bagong Nayon,14.58375,121.22918,1981,8,Steel,Hospital,632,EVT-027,7.0,57.57,0.505,60.6,2,Class 2: Moderate Damage
ANT-00572,San Luis,14.59068,121.17368,1968,1,Concrete,Industrial,529,EVT-085,7.8,47.71,1.299,155.9,4,Class 4: Collapse
ANT-02582,Dalig,14.57244,121.21038,2015,6,Masonry_URM,School,351,EVT-023,5.1,55.96,0.145,17.3,1,Class 1: Light Damage
ANT-02412,Muntindilaw,14.61901,121.16256,2004,6,Masonry_URM,Industrial,326,EVT-055,5.6,83.51,0.131,15.7,1,Class 1: Light Damage
ANT-02137,Inarawan,14.56629,121.15808,1998,5,Masonry_URM,Hospital,600,EVT-084,5.9,51.16,0.257,30.8,1,Class 1: Light Damage
ANT-02025,Dalig,14.60078,121.15305,2022,4,Masonry_URM,School,621,EVT-076,5.5,32.48,0.319,38.2,2,Class 2: Moderate Damage
ANT-01162,Muntindilaw,14.58264,121.18979,2019,8,Steel,Residential,722,EVT-075,5.7,26.61,0.448,53.7,1,Class 1: Light Damage
ANT-00614,Inarawan,14.56723,121.1262,1957,8,Steel,Commercial,746,EVT-013,5.1,58.38,0.102,12.3,0,Class 0: No Damage
ANT-03495,San Juan,14.59552,121.20548,2019,3,Concrete,Commercial,309,EVT-038,5.5,85.59,0.116,13.9,0,Class 0: No Damage
ANT-04068,San Jose,14.63129,121.23978,2005,8,Wood,Residential,455,EVT-088,5.5,76.03,0.123,14.8,1,Class 1: Light Damage
ANT-04194,Cupang,14.59566,121.12984,1968,1,Wood,Hospital,683,EVT-025,7.8,83.74,0.579,69.5,4,Class 4: Collapse
ANT-00503,Bagong Nayon,14.56991,121.1852,2016,9,Wood,Commercial,668,EVT-037,5.6,87.26,0.096,11.5,0,Class 0: No Damage
ANT-02792,Mayamot,14.62968,121.23547,1951,7,Wood,School,475,EVT-092,5.7,80.52,0.125,15.0,1,Class 1: Light Damage
ANT-04035,San Jose,14.57592,121.1593,1997,6,Wood,Commercial,726,EVT-011,6.2,31.37,0.551,66.1,3,Class 3: Severe Damage
ANT-00596,San Luis,14.55509,121.13012,1969,1,Steel,School,746,EVT-092,5.7,67.04,0.139,16.7,1,Class 1: Light Damage
ANT-04302,Dalig,14.57411,121.22777,2003,1,Wood,Residential,546,EVT-057,5.1,29.68,0.267,32.0,1,Class 1: Light Damage
ANT-02213,San Jose,14.60257,121.16392,2008,5,Concrete,Residential,514,EVT-080,7.4,70.96,0.586,70.4,3,Class 3: Severe Damage
ANT-02602,Dela Paz,14.59426,121.12136,1975,3,Concrete,Commercial,280,EVT-092,5.7,70.09,0.176,21.1,1,Class 1: Light Damage
ANT-04533,Bagong Nayon,14.62886,121.20358,1950,2,Masonry_URM,Residential,337,EVT-060,7.1,20.52,2.212,265.5,4,Class 4: Collapse
ANT-03725,Cupang,14.55319,121.15112,1981,9,Wood,Industrial,179,EVT-031,8.4,32.28,4.616,554.0,4,Class 4: Collapse
ANT-03064,Inarawan,14.63852,121.13144,1999,5,Steel,Industrial,513,EVT-100,5.4,70.59,0.114,13.7,0,Class 0: No Damage
ANT-01676,Muntindilaw,14.57354,121.16144,2022,6,Masonry_URM,Industrial,159,EVT-038,5.5,89.0,0.134,16.1,1,Class 1: Light Damage
ANT-04529,Cupang,14.55717,121.23472,1956,8,Steel,Industrial,514,EVT-097,5.5,44.06,0.23,27.6,1,Class 1: Light Damage
ANT-03425,San Isidro,14.63184,121.1744,1975,3,Steel,Residential,259,EVT-086,6.5,36.62,0.81,97.1,3,Class 3: Severe Damage
ANT-04323,Mayamot,14.64829,121.13811,1961,7,Concrete,Residential,275,EVT-100,5.4,70.68,0.137,16.5,1,Class 1: Light Damage
ANT-00361,San Jose,14.5845,121.23349,1991,4,Steel,Hospital,339,EVT-010,7.2,48.81,0.877,105.3,3,Class 3: Severe Damage
ANT-01283,Mayamot,14.60879,121.20132,1987,7,Wood,Commercial,670,EVT-045,5.4,44.2,0.195,23.4,1,Class 1: Light Damage
ANT-04169,Cupang,14.56238,121.16239,2023,3,Steel,Hospital,151,EVT-019,5.0,56.82,0.166,19.9,0,Class 0: No Damage
ANT-01112,San Juan,14.60499,121.23634,1978,7,Steel,School,750,EVT-100,5.4,82.26,0.083,10.0,0,Class 0: No Damage
ANT-02201,San Roque,14.60235,121.21277,2014,3,Concrete,Residential,556,EVT-096,6.3,46.04,0.389,46.7,3,Class 3: Severe Damage
ANT-02934,San Jose,14.57154,121.17204,1974,9,Steel,School,526,EVT-026,6.9,70.82,0.373,44.8,2,Class 2: Moderate Damage
ANT-00105,Mayamot,14.61785,121.18253,2003,9,Masonry_URM,Residential,619,EVT-048,6.1,47.89,0.316,37.9,3,Class 3: Severe Damage
ANT-04182,Cupang,14.55571,121.23873,2011,9,Concrete,Industrial,617,EVT-086,6.5,32.91,0.707,84.8,2,Class 2: Moderate Damage
ANT-02764,Muntindilaw,14.63669,121.14693,2017,7,Concrete,Hospital,616,EVT-038,5.5,93.23,0.084,10.0,1,Class 1: Light Damage
ANT-01725,San Jose,14.57312,121.19072,1950,8,Concrete,Industrial,260,EVT-077,6.8,79.49,0.367,44.0,2,Class 2: Moderate Damage
ANT-03218,San Luis,14.6222,121.21425,1985,1,Masonry_URM,Residential,557,EVT-077,6.8,75.66,0.312,37.4,2,Class 2: Moderate Damage
ANT-04336,San Jose,14.63934,121.23273,1955,7,Masonry_URM,Commercial,550,EVT-065,8.3,31.76,3.224,386.9,3,Class 3: Severe Damage
ANT-01118,Dela Paz,14.61063,121.17758,1955,5,Steel,School,503,EVT-088,5.5,69.92,0.133,16.0,1,Class 1: Light Damage
ANT-02175,Dela Paz,14.5705,121.14213,2011,6,Wood,Commercial,705,EVT-038,5.5,90.82,0.083,10.0,0,Class 0: No Damage
ANT-01489,San Juan,14.56987,121.14323,1950,6,Steel,Residential,470,EVT-100,5.4,75.77,0.107,12.8,0,Class 0: No Damage
ANT-01731,San Roque,14.60883,121.12013,1965,3,Steel,Residential,317,EVT-089,8.1,93.24,0.804,96.5,3,Class 3: Severe Damage
ANT-04329,Dalig,14.64755,121.16664,1983,5,Concrete,Residential,291,EVT-024,5.6,81.62,0.134,16.0,1,Class 1: Light Damage
ANT-04294,Cupang,14.58004,121.21423,1981,6,Concrete,Residential,257,EVT-009,5.9,60.4,0.267,32.1,2,Class 2: Moderate Damage
ANT-00117,Bagong Nayon,14.62963,121.14493,1977,9,Masonry_URM,Industrial,337,EVT-015,6.9,58.32,0.542,65.1,4,Class 4: Collapse
ANT-03653,Dalig,14.63676,121.17878,1971,3,Wood,Residential,402,EVT-065,8.3,31.55,3.568,428.2,4,Class 4: Collapse
ANT-00701,Muntindilaw,14.62875,121.24231,1950,9,Concrete,Residential,384,EVT-067,5.1,31.02,0.272,32.6,2,Class 2: Moderate Damage
ANT-03016,San Luis,14.58455,121.22424,1989,1,Steel,School,687,EVT-055,5.6,79.19,0.112,13.5,0,Class 0: No Damage
ANT-00907,San Isidro,14.57271,121.23436,1977,1,Steel,Industrial,335,EVT-013,5.1,63.06,0.118,14.1,1,Class 1: Light Damage
ANT-04114,San Roque,14.59213,121.16975,1982,3,Steel,Commercial,553,EVT-071,7.4,69.08,0.594,71.2,3,Class 3: Severe Damage
ANT-04320,San Isidro,14.57893,121.21829,2010,8,Wood,Residential,240,EVT-015,6.9,57.06,0.617,74.1,3,Class 3: Severe Damage
ANT-00091,Inarawan,14.57784,121.15745,1959,7,Concrete,Commercial,696,EVT-029,6.8,75.82,0.308,36.9,2,Class 2: Moderate Damage
ANT-04967,San Isidro,14.64852,121.15456,1950,2,Wood,Industrial,177,EVT-011,6.2,26.58,1.012,121.5,4,Class 4: Collapse
ANT-04058,San Juan,14.55807,121.21977,1959,8,Steel,Residential,219,EVT-024,5.6,74.49,0.164,19.7,0,Class 0: No Damage
ANT-01579,Inarawan,14.63057,121.2079,1960,7,Steel,Industrial,726,EVT-013,5.1,67.84,0.085,10.2,0,Class 0: No Damage
ANT-03594,Bagong Nayon,14.60601,121.2328,2006,9,Concrete,Industrial,203,EVT-038,5.5,83.43,0.136,16.3,1,Class 1: Light Damage
ANT-03760,Cupang,14.59766,121.23846,1995,7,Wood,School,576,EVT-048,6.1,41.78,0.382,45.8,2,Class 2: Moderate Damage
ANT-02882,Bagong Nayon,14.61503,121.22686,1967,7,Masonry_URM,School,494,EVT-007,8.3,37.53,2.604,312.4,4,Class 4: Collapse
ANT-00092,Mayamot,14.63071,121.12259,2004,6,Masonry_URM,Industrial,455,EVT-001,6.8,72.91,0.347,41.6,3,Class 3: Severe Damage
ANT-00268,Cupang,14.64452,121.15422,2000,5,Steel,Commercial,447,EVT-082,6.2,15.69,1.309,157.0,4,Class 4: Collapse
ANT-00753,Dela Paz,14.58789,121.18033,1967,2,Wood,Commercial,336,EVT-006,7.2,97.6,0.349,41.9,3,Class 3: Severe Damage
ANT-01709,San Jose,14.60348,121.20759,2009,2,Concrete,Commercial,227,EVT-077,6.8,76.85,0.4,48.0,2,Class 2: Moderate Damage
ANT-00229,Cupang,14.62001,121.23451,1995,5,Steel,Industrial,494,EVT-089,8.1,84.65,0.802,96.2,3,Class 3: Severe Damage
ANT-03843,Mayamot,14.56211,121.14475,1978,8,Steel,School,758,EVT-034,5.3,67.03,0.104,12.5,0,Class 0: No Damage
ANT-00422,Muntindilaw,14.63271,121.13223,2004,8,Steel,Industrial,616,EVT-013,5.1,65.59,0.093,11.2,0,Class 0: No Damage
ANT-01707,Inarawan,14.56673,121.22576,1966,6,Masonry_URM,School,548,EVT-069,5.1,47.82,0.152,18.2,2,Class 2: Moderate Damage
ANT-00339,San Isidro,14.56381,121.1542,1997,3,Steel,School,631,EVT-100,5.4,77.12,0.095,11.5,1,Class 1: Light Damage
ANT-02674,San Jose,14.57006,121.22284,1952,6,Wood,Hospital,388,EVT-095,7.8,43.21,1.644,197.3,4,Class 4: Collapse
ANT-04825,San Roque,14.59169,121.1578,1997,6,Wood,School,371,EVT-068,8.3,60.37,1.648,197.8,4,Class 4: Collapse
ANT-00088,Dalig,14.60887,121.12735,2003,8,Concrete,School,480,EVT-025,7.8,83.9,0.642,77.1,3,Class 3: Severe Damage
ANT-04072,Cupang,14.63558,121.14118,1964,8,Steel,Residential,701,EVT-038,5.5,93.74,0.08,9.6,0,Class 0: No Damage
ANT-04483,Mayamot,14.63856,121.17458,2010,5,Masonry_URM,Hospital,418,EVT-021,5.9,15.17,1.058,127.0,4,Class 4: Collapse
ANT-02290,Bagong Nayon,14.64357,121.17186,1964,4,Wood,Hospital,629,EVT-019,5.0,50.59,0.125,15.0,1,Class 1: Light Damage
ANT-04229,Mayamot,14.62075,121.1804,1955,3,Steel,School,486,EVT-013,5.1,65.8,0.1,11.9,0,Class 0: No Damage
ANT-00093,San Jose,14.6061,121.15198,1992,2,Steel,School,269,EVT-002,5.2,82.28,0.102,12.2,0,Class 0: No Damage
ANT-02667,San Roque,14.64336,121.16326,1984,6,Steel,Hospital,560,EVT-024,5.6,81.88,0.109,13.1,0,Class 0: No Damage
ANT-04944,Dalig,14.55271,121.19413,1995,6,Steel,Commercial,410,EVT-100,5.4,81.37,0.101,12.1,0,Class 0: No Damage
ANT-00064,San Isidro,14.63136,121.24872,2019,2,Masonry_URM,Commercial,715,EVT-027,7.0,62.69,0.436,52.3,3,Class 3: Severe Damage
ANT-04342,Inarawan,14.59784,121.17242,1996,5,Steel,Industrial,559,EVT-048,6.1,48.88,0.318,38.1,1,Class 1: Light Damage
ANT-04689,San Juan,14.57806,121.16513,2008,5,Concrete,Residential,158,EVT-059,7.5,71.77,0.903,108.4,4,Class 4: Collapse
ANT-03552,Inarawan,14.59078,121.24849,1984,4,Wood,Industrial,382,EVT-095,7.8,43.27,1.649,197.9,4,Class 4: Collapse
ANT-01037,Cupang,14.56133,121.17417,1968,3,Concrete,Residential,697,EVT-100,5.4,79.05,0.09,10.8,1,Class 1: Light Damage
ANT-02890,Dela Paz,14.56481,121.21225,1968,3,Concrete,Hospital,749,EVT-057,5.1,29.46,0.245,29.4,2,Class 2: Moderate Damage
ANT-02835,Dalig,14.60815,121.18432,1976,3,Concrete,Commercial,741,EVT-036,5.9,30.25,0.455,54.6,3,Class 3: Severe Damage
ANT-04594,Mayamot,14.59525,121.22282,1968,1,Concrete,Industrial,369,EVT-090,7.0,69.71,0.466,55.9,2,Class 2: Moderate Damage
ANT-04400,San Roque,14.63349,121.232,2009,2,Steel,Commercial,437,EVT-032,8.2,52.62,1.75,210.0,4,Class 4: Collapse
ANT-03767,Dela Paz,14.618,121.24634,1958,8,Steel,Hospital,503,EVT-056,6.2,23.91,0.837,100.4,3,Class 3: Severe Damage
ANT-02520,Muntindilaw,14.64685,121.12901,2012,5,Concrete,Residential,437,EVT-006,7.2,105.86,0.289,34.7,2,Class 2: Moderate Damage
ANT-03209,Bagong Nayon,14.61421,121.2181,1986,9,Concrete,Commercial,236,EVT-042,6.2,69.73,0.286,34.3,2,Class 2: Moderate Damage
ANT-01274,Dalig,14.64053,121.15322,1968,8,Wood,Industrial,700,EVT-050,7.5,81.47,0.465,55.8,3,Class 3: Severe Damage
ANT-02991,Dela Paz,14.60938,121.22249,1989,7,Concrete,Industrial,724,EVT-008,6.9,39.07,0.766,92.0,3,Class 3: Severe Damage
ANT-00135,Inarawan,14.62998,121.19195,1970,2,Wood,School,715,EVT-013,5.1,67.18,0.086,10.4,1,Class 1: Light Damage
ANT-02369,Muntindilaw,14.61268,121.24474,1986,9,Steel,Industrial,515,EVT-092,5.7,79.71,0.124,14.8,0,Class 0: No Damage
ANT-00153,San Isidro,14.62272,121.16996,1966,1,Steel,Industrial,435,EVT-082,6.2,18.34,1.138,136.6,4,Class 4: Collapse
ANT-02827,Bagong Nayon,14.61226,121.16076,1986,7,Steel,Industrial,524,EVT-098,5.5,73.67,0.121,14.5,0,Class 0: No Damage
ANT-04386,San Juan,14.56296,121.15769,1962,4,Wood,Industrial,391,EVT-076,5.5,30.55,0.392,47.1,3,Class 3: Severe Damage
ANT-04462,Dela Paz,14.62012,121.2326,2016,2,Steel,Commercial,645,EVT-087,5.0,66.84,0.088,10.5,0,Class 0: No Damage
ANT-03307,Muntindilaw,14.61477,121.2208,2018,8,Concrete,Residential,283,EVT-069,5.1,52.55,0.165,19.7,1,Class 1: Light Damage
ANT-02846,San Luis,14.5759,121.19009,1968,3,Steel,Industrial,477,EVT-045,5.4,47.96,0.195,23.5,1,Class 1: Light Damage
ANT-02745,Bagong Nayon,14.6026,121.13779,1961,5,Steel,Residential,596,EVT-037,5.6,92.69,0.092,11.0,0,Class 0: No Damage
ANT-04453,Bagong Nayon,14.63602,121.14203,1954,8,Steel,Hospital,348,EVT-002,5.2,83.89,0.092,11.0,0,Class 0: No Damage
ANT-00543,Cupang,14.56248,121.20698,1961,2,Masonry_URM,Hospital,688,EVT-096,6.3,47.94,0.347,41.7,3,Class 3: Severe Damage
ANT-00591,San Jose,14.64251,121.14952,1993,4,Wood,Hospital,460,EVT-051,7.6,104.88,0.402,48.3,2,Class 2: Moderate Damage
ANT-04746,San Luis,14.57752,121.19722,2023,9,Concrete,Commercial,492,EVT-024,5.6,77.12,0.123,14.8,0,Class 0: No Damage
ANT-04357,San Juan,14.60665,121.13357,2001,8,Concrete,Commercial,679,EVT-066,5.7,19.07,0.632,75.9,3,Class 3: Severe Damage
ANT-04682,Inarawan,14.59505,121.24919,2021,2,Wood,Commercial,420,EVT-100,5.4,84.0,0.096,11.5,0,Class 0: No Damage
ANT-03815,San Juan,14.62694,121.17868,2021,9,Steel,Residential,418,EVT-002,5.2,85.96,0.084,10.1,1,Class 1: Light Damage
ANT-03063,San Luis,14.59919,121.18361,1992,9,Steel,Hospital,584,EVT-069,5.1,49.58,0.142,17.1,0,Class 0: No Damage
ANT-02207,San Juan,14.60975,121.20323,1972,7,Wood,Residential,199,EVT-020,6.4,21.28,1.473,176.7,4,Class 4: Collapse
ANT-04193,Inarawan,14.58394,121.12402,1984,7,Wood,Commercial,651,EVT-059,7.5,75.12,0.556,66.7,3,Class 3: Severe Damage
ANT-02841,San Roque,14.55373,121.16279,2002,2,Concrete,Industrial,683,EVT-040,8.1,80.16,0.762,91.4,3,Class 3: Severe Damage
